program,input_id,key_context,pixel_index,row,column,input_value,plaintext_output,decrypted_output,absolute_error,keygen_ms,encrypt_ms,execute_ms,decrypt_ms,total_ms
sobel,eva_v1.0.1_official_baboon_64x64,1,10,0,10,0.4627450980392157,0.016417079699252983,-0.006383907923574598,0.022800987622827583,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,11,0,11,0.5058823529411764,0.20031643902305718,0.201176949331437,0.0008605103083798304,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,12,0,12,0.4823529411764706,0.3341036077626708,0.3386133334864594,0.004509725723788605,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,13,0,13,0.5294117647058824,0.38050897512948134,0.4076794821548139,0.02717050702533258,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,14,0,14,0.5607843137254902,0.22945856158473715,0.22672249735522354,0.002736064229513613,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,15,0,15,0.592156862745098,0.13161630940859173,0.1311866085298686,0.0004297008787231271,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,16,0,16,0.5098039215686274,0.059383297585487944,0.052253188193397006,0.007130109392090939,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,17,0,17,0.45098039215686275,0.0249841012837105,0.022767877189144685,0.0022162240945658163,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,18,0,18,0.4235294117647059,0.06870627186513664,0.06545504007942153,0.0032512317857151113,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,19,0,19,0.4392156862745098,0.40122169089436577,0.4001434549468883,0.0010782359474774683,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,20,0,20,0.4745098039215686,0.5180624874779012,0.4816759151430711,0.03638657233483006,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,21,0,21,0.4588235294117647,0.8362982356088136,0.837091544564752,0.0007933089559384321,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,22,0,22,0.4980392156862745,0.7882414865727454,0.7846568014848797,0.003584685087865691,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,23,0,23,0.5176470588235295,0.27355796545096583,0.2835405034778006,0.009982538026834742,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,24,0,24,0.4745098039215686,0.02437808790363573,0.027374839295119816,0.002996751391484087,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,25,0,25,0.44313725490196076,0.043821070657175006,0.04323261552313218,0.0005884551340428271,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,26,0,26,0.4117647058823529,0.15452870565756088,0.1449447739927483,0.009583931664812584,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,27,0,27,0.4196078431372549,0.14514073697395985,0.14752311734697487,0.002382380373015025,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,28,0,28,0.3764705882352941,0.13972908211497198,0.1390410920269656,0.0006879900880063794,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,29,0,29,0.44313725490196076,0.17492738707892685,0.19468088558513663,0.019753498506209777,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,30,0,30,0.4117647058823529,0.13928276803246847,0.138656539009682,0.0006262290227864731,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,31,0,31,0.4666666666666667,0.107924391162626,0.10237388094497304,0.00555051021765296,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,32,0,32,0.3686274509803922,0.3469227746632895,0.3430059206796783,0.003916853983611246,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,33,0,33,0.49019607843137253,0.218773901070162,0.22378223168477854,0.00500833061461653,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,34,0,34,0.49411764705882355,0.32217178395016416,0.32142765969665504,0.0007441242535091153,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,35,0,35,0.5568627450980392,0.5433927049984928,0.5401801183152762,0.003212586683216556,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,36,0,36,0.45098039215686275,0.4979900127638177,0.481395997653128,0.016594015110689697,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,37,0,37,0.47058823529411764,0.08546365477792277,0.08695527164145389,0.0014916168635311228,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,38,0,38,0.4392156862745098,0.00489712014150657,0.007836627387646788,0.0029395072461402185,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,39,0,39,0.4627450980392157,0.1413859560351118,0.14353624610090615,0.0021502900657943413,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,40,0,40,0.43529411764705883,0.5105292323106696,0.5526865737994777,0.04215734148880812,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,41,0,41,0.42745098039215684,0.7624053928477532,0.7844702795820626,0.022064886734309397,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,42,0,42,0.403921568627451,0.7485025453554536,0.7297562063293505,0.01874633902610312,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,43,0,43,0.43529411764705883,0.5925612258628984,0.590877652341127,0.0016835735217713976,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,44,0,44,0.40784313725490196,0.31103089466862904,0.3083183391940084,0.002712555474620626,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,45,0,45,0.4549019607843137,0.033786018104175114,0.03546544127303222,0.0016794231688571082,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,46,0,46,0.5882352941176471,0.10319201833330809,0.10880123050191537,0.005609212168607283,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,47,0,47,0.5019607843137255,0.291363032354826,0.32108731945468905,0.029724287099863023,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,48,0,48,0.5450980392156862,0.24123272858333597,0.23749523032529943,0.0037374982580365423,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,49,0,49,0.5098039215686274,0.2951261416496906,0.29730335749408415,0.002177215844393565,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,50,0,50,0.5215686274509804,0.3151009060792615,0.31418867849034815,0.0009122275889133502,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,51,0,51,0.5137254901960784,0.2547356548468502,0.2618025932142615,0.007066938367411346,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,52,0,52,0.5490196078431373,0.23286489657640522,0.22910960745657447,0.0037552891198307514,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,53,0,53,0.5490196078431373,0.23122332781658966,0.21658022363258903,0.014643104184000638,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,54,0,54,0.6039215686274509,0.0048971201415065925,0.013514141935823643,0.00861702179431705,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,55,0,55,0.6,0.008495066963150362,0.00884171017448396,0.0003466432113335971,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,56,0,56,0.5764705882352941,0.02390662838870113,0.025292934656784612,0.0013863062680834828,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,57,0,57,0.5686274509803921,0.003945745585096018,0.0015158109188079189,0.0024299346662880993,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,58,0,58,0.5568627450980392,0.21214974753967172,0.21485055217965723,0.00270080463998551,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,59,0,59,0.5647058823529412,0.04382107065717512,0.04441414269877892,0.0005930720416038038,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,60,0,60,0.5058823529411764,0.10734153261907345,0.11256477884410056,0.005223246225027109,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,61,0,61,0.5843137254901961,0.5111456648427669,0.5063711026196084,0.004774562223158529,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,62,0,62,0.43137254901960786,0.9357110185990545,0.9468453845352575,0.011134365936202983,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,63,0,63,0.42745098039215684,0.1280286860126714,0.11879140840029506,0.009237277612376332,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,64,1,0,0.26666666666666666,0.7920027038199027,0.7930104026214634,0.001007698801560708,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,65,1,1,0.4549019607843137,0.7034510030082434,0.7058372317247937,0.002386228716550365,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,66,1,2,0.4823529411764706,0.16739682547676954,0.16557468872613512,0.0018221367506344177,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,67,1,3,0.5254901960784314,0.03840790177739369,0.03688918287694806,0.00151871890044563,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,68,1,4,0.4745098039215686,0.1678368992258527,0.16973158821661402,0.0018946889907613118,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,69,1,5,0.48627450980392156,0.03760480110675323,0.02597317513474677,0.011631625972006461,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,70,1,6,0.5882352941176471,0.15813260871595128,0.15505254540205884,0.003080063313892434,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,71,1,7,0.5490196078431373,0.012087186492927669,-0.002598982386430651,0.01468616887935832,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,72,1,8,0.5019607843137255,0.011748556111219378,0.011018087049581255,0.0007304690616381226,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,73,1,9,0.596078431372549,0.10999544601127176,0.1141617618202297,0.004166315808957946,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,74,1,10,0.4666666666666667,0.19685128063948423,0.19461842484436145,0.002232855795122779,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,75,1,11,0.5098039215686274,0.37967052570901066,0.37918603479775886,0.0004844909112518003,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,76,1,12,0.48627450980392156,0.2618690940468786,0.2612482146691058,0.0006208793777727761,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,77,1,13,0.403921568627451,0.5936746219766839,0.6098855367991551,0.01621091482247128,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,78,1,14,0.5764705882352941,0.3959158877939526,0.39977592047763516,0.0038600326836825682,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,79,1,15,0.47843137254901963,0.19257314086269903,0.1726679798729084,0.019905160989790616,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,80,1,16,0.5137254901960784,0.08238502405318328,0.08089871492661538,0.0014863091265679002,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,81,1,17,0.4588235294117647,0.05281301095501684,0.03378953051916321,0.019023480435853626,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,82,1,18,0.5058823529411764,0.23947737976490976,0.23599706150692779,0.003480318257981979,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,83,1,19,0.42745098039215684,0.26575381712840446,0.3048226625709796,0.03906884544257516,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,84,1,20,0.4549019607843137,0.006798648587745898,0.008592021715306531,0.001793373127560633,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,85,1,21,0.3254901960784314,0.10117910642380071,0.10480984701474859,0.0036307405909478813,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,86,1,22,0.4666666666666667,0.19815144498235068,0.2102700564527021,0.012118611470351426,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,87,1,23,0.41568627450980394,0.14793635339422734,0.1432420593500438,0.0046942940441835335,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,88,1,24,0.33725490196078434,0.23947737976491038,0.24020450493348308,0.0007271251685727065,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,89,1,25,0.2980392156862745,0.44094865237295733,0.43859565572893877,0.002352996644018557,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,90,1,26,0.3686274509803922,0.7710607722873177,0.7736772160137247,0.002616443726407014,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,91,1,27,0.37254901960784315,1.1504029885100153,1.1464828729087782,0.003920115601237173,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,92,1,28,0.33725490196078434,1.01454893578705,0.99315589499661,0.021393040790440132,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,93,1,29,0.30980392156862746,0.6096899422329579,0.6195713121245157,0.009881369891557745,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,94,1,30,0.3254901960784314,0.8884360085913715,0.8920892987258816,0.003653290134510101,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,95,1,31,0.3137254901960784,1.1923206660714916,1.1936917198737615,0.0013710538022699836,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,96,1,32,0.3333333333333333,1.3004015261540294,1.3098120196878331,0.009410493533803743,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,97,1,33,0.35294117647058826,1.1457908049110141,1.1519309486350358,0.006140143724021607,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,98,1,34,0.38823529411764707,0.4350718110494802,0.4373001257689187,0.0022283147194385178,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,99,1,35,0.38823529411764707,0.161603881493189,0.16566639865447463,0.004062517161285639,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,100,1,36,0.4627450980392157,0.7493953413432346,0.771808225721113,0.02241288437787836,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,101,1,37,0.40784313725490196,0.25635659682596684,0.26641498248465584,0.010058385658688995,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,102,1,38,0.403921568627451,0.1349420066683857,0.1395519646423195,0.004609957973933793,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,103,1,39,0.38823529411764707,0.09030173000961587,0.08800370775987104,0.0022980222497448327,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,104,1,40,0.396078431372549,0.12796456375708218,0.12449229376331135,0.0034722699937708296,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,105,1,41,0.41568627450980394,0.28523102939972095,0.27377877155696456,0.011452257842756386,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,106,1,42,0.44313725490196076,0.5180624874779012,0.5094642117698163,0.008598275708084913,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,107,1,43,0.44313725490196076,0.716132843858671,0.7182042541271212,0.0020714102684501468,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,108,1,44,0.4980392156862745,0.9932166488534746,0.9931574961532148,5.915270025980135e-05,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,109,1,45,0.5529411764705883,1.2386910520943795,1.2340271564887921,0.0046638956055873315,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,110,1,46,0.596078431372549,1.2337239437503893,1.2338234695503905,9.952580000116562e-05,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,111,1,47,0.5843137254901961,1.0358625510725812,1.0475762865464464,0.011713735473865228,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,112,1,48,0.5137254901960784,0.6970127759660447,0.6949553662948404,0.002057409671204269,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,113,1,49,0.4627450980392157,0.6505211260347196,0.648700494785488,0.0018206312492315968,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,114,1,50,0.5098039215686274,0.5837665662447421,0.5800228356749145,0.0037437305698275747,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,115,1,51,0.47843137254901963,0.420146454877916,0.45085878511747146,0.03071233023955544,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,116,1,52,0.5372549019607843,0.4014423894712254,0.40017960799442004,0.0012627814768053636,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,117,1,53,0.47843137254901963,0.5529996899613926,0.5604414671482713,0.007441777186878662,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,118,1,54,0.5764705882352941,0.29059768012277964,0.282411661886261,0.008186018236518655,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,119,1,55,0.5450980392156862,0.0368014035809389,0.035346736334714544,0.0014546672462243532,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,120,1,56,0.5686274509803921,0.019658932369414284,0.016027715411155236,0.003631216958259048,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,121,1,57,0.6313725490196078,0.025051425767529698,0.025399756537984663,0.0003483307704549646,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,122,1,58,0.6078431372549019,0.09675684425648329,0.09436823809827657,0.002388606158206713,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,123,1,59,0.611764705882353,0.33983831997747455,0.34365995823425227,0.0038216382567777263,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,124,1,60,0.49411764705882355,0.32465715047440463,0.3203218974088154,0.00433525306558924,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,125,1,61,0.5882352941176471,0.357154390994349,0.4524995297252677,0.09534513873091871,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,126,1,62,0.4823529411764706,0.7215062941205043,0.7210055710419148,0.0005007230785895045,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,127,1,63,0.4117647058823529,0.14463202468959357,0.1442445086704469,0.0003875160191466609,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,128,2,0,0.27450980392156865,0.7113496425214583,0.7202675757923289,0.008917933270870648,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,129,2,1,0.3176470588235294,0.6102634214793693,0.6108279863600309,0.0005645648806615888,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,130,2,2,0.4392156862745098,0.11212904592028353,0.11118105439981608,0.0009479915204674422,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,131,2,3,0.5450980392156862,0.12244248993561546,0.11728309062215472,0.0051593993134607385,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,132,2,4,0.5372549019607843,0.08677234361478484,0.07946852838200938,0.007303815232775457,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,133,2,5,0.5254901960784314,0.16380971661482663,0.16950662870914143,0.005696912094314804,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,134,2,6,0.592156862745098,0.0024499060889635353,0.0015548855990029408,0.0008950204899605945,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,135,2,7,0.5647058823529412,0.011477614490923087,0.025159785296846905,0.013682170805923818,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,136,2,8,0.5098039215686274,0.19139343989925311,0.15576961768418648,0.03562382221506663,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,137,2,9,0.5450980392156862,0.7768745329309655,0.7795324552748422,0.0026579223438766286,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,138,2,10,0.5137254901960784,0.8660524869310627,0.8635650573120409,0.0024874296190218192,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,139,2,11,0.5372549019607843,0.4387406921490092,0.4233830509653975,0.015357641183611659,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,140,2,12,0.4549019607843137,0.4073349079656149,0.4087814214819795,0.0014465135163646003,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,141,2,13,0.4392156862745098,0.7672644801877991,0.7710094795397044,0.0037449993519053093,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,142,2,14,0.4823529411764706,0.9674896832293487,0.9686431721319618,0.0011534889026131312,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,143,2,15,0.5019607843137255,0.9932166488534744,0.9611263670720959,0.032090281781378516,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,144,2,16,0.48627450980392156,0.8746248312537735,0.871976574921798,0.002648256331975518,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,145,2,17,0.4666666666666667,0.7843019522229532,0.7896554048233149,0.005353452600361686,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,146,2,18,0.4235294117647059,0.8129222439733285,0.8090457308866488,0.0038765130866796893,333.466545,12.579485,171.185187,0.950484,518.197239
sobel,eva_v1.0.1_official_baboon_64x64,1,147,2,19,0.43529411764705883,0.43528786597685093,0.4405409037807667,0.005253037803915783,333.466545,12.579485,171.185187,0.950484,518.197239
