split_seed,dataset_id,model_id,candidate_id,profile,path,evaluation_mode,key_run,tag,status,exit_code,failure_class,binding_path,binding_sha256
0,digits_binary,linear_poly3,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,3,finiteauditv1_confirm_seed0_digits_binary_linear_poly3_short_chain_3_baseline_non_rescale_key3,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_digits_binary_linear_poly3_short_chain_3_baseline_non_rescale_key3.json,sha256:e15060960d78f8bd1982e8eb789d7f9ede29d4f6166226d2cd2efb7dc9eefbe4
0,digits_binary,linear_poly3,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,1,finiteauditv1_confirm_seed0_digits_binary_linear_poly3_short_chain_3_rescale_aware_key1,FAILED,1,EXPECTED_PARAMETER_FAILURE,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_digits_binary_linear_poly3_short_chain_3_rescale_aware_key1.json,sha256:ac89aeafc42fd741f7bb35c7a52729fe205eba8aa475a2b31d33f8cc096d5ef2
0,digits_binary,linear_poly3,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,2,finiteauditv1_confirm_seed0_digits_binary_linear_poly3_short_chain_3_rescale_aware_key2,FAILED,1,EXPECTED_PARAMETER_FAILURE,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_digits_binary_linear_poly3_short_chain_3_rescale_aware_key2.json,sha256:e77a0dfcc378b76bf483fa051b64a550183479d0d13dee62f886aa653e8f6343
0,digits_binary,linear_poly3,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,3,finiteauditv1_confirm_seed0_digits_binary_linear_poly3_short_chain_3_rescale_aware_key3,FAILED,1,EXPECTED_PARAMETER_FAILURE,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_digits_binary_linear_poly3_short_chain_3_rescale_aware_key3.json,sha256:634ae213617de4803bdbe6781e624abd90a8080a9cf89a5b56782ac7544f34d7
0,digits_binary,mlp_square_linear_score,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,1,finiteauditv1_confirm_seed0_digits_binary_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key1,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_digits_binary_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key1.json,sha256:611338d12a937c3a0600ba3888b00691a9187908b0ade517a26883a61ecb5238
0,digits_binary,mlp_square_linear_score,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,2,finiteauditv1_confirm_seed0_digits_binary_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key2,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_digits_binary_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key2.json,sha256:7855ae2cf7828b9111ff4f93820f6e3521237d42ef62dd0072361e21bcd2ebdc
0,digits_binary,mlp_square_linear_score,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,3,finiteauditv1_confirm_seed0_digits_binary_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key3,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_digits_binary_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key3.json,sha256:581fd6ad3608ac0b8210421c43cfa62ef6cacd6701c9f1df36c12c316c5f792c
0,digits_binary,mlp_square_linear_score,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,1,finiteauditv1_confirm_seed0_digits_binary_mlp_square_linear_score_short_chain_3_rescale_aware_key1,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_digits_binary_mlp_square_linear_score_short_chain_3_rescale_aware_key1.json,sha256:4e546ac406dbb40d80412976c779bea6f073f3c6fa059182dcc1ff8f7283ba84
0,digits_binary,mlp_square_linear_score,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,2,finiteauditv1_confirm_seed0_digits_binary_mlp_square_linear_score_short_chain_3_rescale_aware_key2,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_digits_binary_mlp_square_linear_score_short_chain_3_rescale_aware_key2.json,sha256:6a5e7f1920d82814277af014d9d3f064b927efe769dc34ff2b8e5704f498e3a5
0,digits_binary,mlp_square_linear_score,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,3,finiteauditv1_confirm_seed0_digits_binary_mlp_square_linear_score_short_chain_3_rescale_aware_key3,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_digits_binary_mlp_square_linear_score_short_chain_3_rescale_aware_key3.json,sha256:18a1d0a463b625c0204b86e49b18dc67514ef7e4bb036a406c4115f45b72ab0c
0,iris_binary,linear_poly3,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,1,finiteauditv1_confirm_seed0_iris_binary_linear_poly3_short_chain_3_baseline_non_rescale_key1,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_iris_binary_linear_poly3_short_chain_3_baseline_non_rescale_key1.json,sha256:4b5f8166bc8fcfce6341b47b766b603ca817b42056f832be15f89eaa5d2f01f9
0,iris_binary,linear_poly3,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,2,finiteauditv1_confirm_seed0_iris_binary_linear_poly3_short_chain_3_baseline_non_rescale_key2,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_iris_binary_linear_poly3_short_chain_3_baseline_non_rescale_key2.json,sha256:82dcac2d95846a2e5a5ca6c689e1661c971e8b112edc915be3bdcf1bcb29a41e
0,iris_binary,linear_poly3,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,3,finiteauditv1_confirm_seed0_iris_binary_linear_poly3_short_chain_3_baseline_non_rescale_key3,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_iris_binary_linear_poly3_short_chain_3_baseline_non_rescale_key3.json,sha256:8ecda977e72a72fc3246e5b8aa8d2c99c86f8e9edeaafa275eec92d6ef153479
0,iris_binary,linear_poly3,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,1,finiteauditv1_confirm_seed0_iris_binary_linear_poly3_short_chain_3_rescale_aware_key1,FAILED,1,EXPECTED_PARAMETER_FAILURE,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_iris_binary_linear_poly3_short_chain_3_rescale_aware_key1.json,sha256:8218612183d18bf6119d32d86afec73dcf769ea5e804dd017cc4a558e2c19a7b
0,iris_binary,linear_poly3,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,2,finiteauditv1_confirm_seed0_iris_binary_linear_poly3_short_chain_3_rescale_aware_key2,FAILED,1,EXPECTED_PARAMETER_FAILURE,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_iris_binary_linear_poly3_short_chain_3_rescale_aware_key2.json,sha256:49ce61395b59479a4b73a357df0a9611d625108e8ff8474e9f5767c684aacbb8
0,iris_binary,linear_poly3,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,3,finiteauditv1_confirm_seed0_iris_binary_linear_poly3_short_chain_3_rescale_aware_key3,FAILED,1,EXPECTED_PARAMETER_FAILURE,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_iris_binary_linear_poly3_short_chain_3_rescale_aware_key3.json,sha256:df0bc9a4d11d4008c3781681f37ddda4de8456a834281f35a1115d49ed184374
0,iris_binary,mlp_square_linear_score,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,1,finiteauditv1_confirm_seed0_iris_binary_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key1,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_iris_binary_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key1.json,sha256:bbb4f5a473c40a7b6fef4028a5b58d635140e5f9ce52bad29e41bebb469771bb
0,iris_binary,mlp_square_linear_score,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,2,finiteauditv1_confirm_seed0_iris_binary_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key2,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_iris_binary_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key2.json,sha256:a86c061617b21217f40b11309ce7ffcd5c7589e3568e321c89c35654394b114e
0,iris_binary,mlp_square_linear_score,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,3,finiteauditv1_confirm_seed0_iris_binary_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key3,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_iris_binary_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key3.json,sha256:a11a09eebc76611c6f905841daf5f47339340a68a47413a56c8c2affa0d935b0
0,iris_binary,mlp_square_linear_score,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,1,finiteauditv1_confirm_seed0_iris_binary_mlp_square_linear_score_short_chain_3_rescale_aware_key1,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_iris_binary_mlp_square_linear_score_short_chain_3_rescale_aware_key1.json,sha256:6ffbbe9a19e9757577a17d4b82e816221ca2892a246025ca2df62ab52887429f
0,iris_binary,mlp_square_linear_score,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,2,finiteauditv1_confirm_seed0_iris_binary_mlp_square_linear_score_short_chain_3_rescale_aware_key2,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_iris_binary_mlp_square_linear_score_short_chain_3_rescale_aware_key2.json,sha256:ecba29a09b900eecf3fc0724dc7482694a598f0c142ef9c24eccca796d16e49a
0,iris_binary,mlp_square_linear_score,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,3,finiteauditv1_confirm_seed0_iris_binary_mlp_square_linear_score_short_chain_3_rescale_aware_key3,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_iris_binary_mlp_square_linear_score_short_chain_3_rescale_aware_key3.json,sha256:7fbf3c67d436adf77126370f3936e72883f2e96bba0e7aaedc49314d2e2e3e04
0,mnist_pool16,linear_poly3,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,1,finiteauditv1_confirm_seed0_mnist_pool16_linear_poly3_short_chain_3_baseline_non_rescale_key1,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_mnist_pool16_linear_poly3_short_chain_3_baseline_non_rescale_key1.json,sha256:1c36f4bf2e2e1ca0345e80e45578db6a612f172be7ed9c9b7a0d6a4956c60287
0,mnist_pool16,linear_poly3,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,2,finiteauditv1_confirm_seed0_mnist_pool16_linear_poly3_short_chain_3_baseline_non_rescale_key2,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_mnist_pool16_linear_poly3_short_chain_3_baseline_non_rescale_key2.json,sha256:b1a97887e78a26af8b254770735ee860fcebfde290a50e3ec882981652149b82
0,mnist_pool16,linear_poly3,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,3,finiteauditv1_confirm_seed0_mnist_pool16_linear_poly3_short_chain_3_baseline_non_rescale_key3,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_mnist_pool16_linear_poly3_short_chain_3_baseline_non_rescale_key3.json,sha256:47e08a216ce7c3c93fe637407d9ed47d2ae394a953fe56caa864ee4a1113aafe
0,mnist_pool16,linear_poly3,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,1,finiteauditv1_confirm_seed0_mnist_pool16_linear_poly3_short_chain_3_rescale_aware_key1,FAILED,1,EXPECTED_PARAMETER_FAILURE,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_mnist_pool16_linear_poly3_short_chain_3_rescale_aware_key1.json,sha256:48b21d6fefe25d711a04f7626d6ead51c78f83676cf134d1cac982174ec5719f
0,mnist_pool16,linear_poly3,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,2,finiteauditv1_confirm_seed0_mnist_pool16_linear_poly3_short_chain_3_rescale_aware_key2,FAILED,1,EXPECTED_PARAMETER_FAILURE,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_mnist_pool16_linear_poly3_short_chain_3_rescale_aware_key2.json,sha256:2c90f3c4d35a30a58558120c55efd5c41a63f9c0205fa71aa296e8d9f1c4fe25
0,mnist_pool16,linear_poly3,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,3,finiteauditv1_confirm_seed0_mnist_pool16_linear_poly3_short_chain_3_rescale_aware_key3,FAILED,1,EXPECTED_PARAMETER_FAILURE,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_mnist_pool16_linear_poly3_short_chain_3_rescale_aware_key3.json,sha256:94b90a24e1332a29d1beec54118ea81ff6b7842fe7f7cd65289a7b2edc27f1d8
0,mnist_pool16,mlp_square_linear_score,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,1,finiteauditv1_confirm_seed0_mnist_pool16_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key1,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_mnist_pool16_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key1.json,sha256:fa1f96902aef72a4dbf402ebb16df3169b40a7302407cbbf89ce7d6dffb50d41
0,mnist_pool16,mlp_square_linear_score,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,2,finiteauditv1_confirm_seed0_mnist_pool16_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key2,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_mnist_pool16_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key2.json,sha256:49c9c3fb3db082e23944e13fd23db2f2caa9bcc346d10820ae7f7dae1139f4b9
0,mnist_pool16,mlp_square_linear_score,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,3,finiteauditv1_confirm_seed0_mnist_pool16_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key3,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_mnist_pool16_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key3.json,sha256:1f203e05b859d447b3e5932f64fdf082fe4a8d3c77b910f2f4f3b3c6ae4aa05b
0,mnist_pool16,mlp_square_linear_score,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,1,finiteauditv1_confirm_seed0_mnist_pool16_mlp_square_linear_score_short_chain_3_rescale_aware_key1,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_mnist_pool16_mlp_square_linear_score_short_chain_3_rescale_aware_key1.json,sha256:b2aaf06530e102a432632d025155e336a107516e183955325878258a9d187069
0,mnist_pool16,mlp_square_linear_score,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,2,finiteauditv1_confirm_seed0_mnist_pool16_mlp_square_linear_score_short_chain_3_rescale_aware_key2,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_mnist_pool16_mlp_square_linear_score_short_chain_3_rescale_aware_key2.json,sha256:ea30edf8aa07fb48838ddc70294f09b2100ef68390684ad541e0a1338b453d9a
0,mnist_pool16,mlp_square_linear_score,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,3,finiteauditv1_confirm_seed0_mnist_pool16_mlp_square_linear_score_short_chain_3_rescale_aware_key3,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_mnist_pool16_mlp_square_linear_score_short_chain_3_rescale_aware_key3.json,sha256:9d8690720f60d749d627d335b9d4297eb3d48899639fb61fe273c9a1db0ad160
0,wdbc,linear_poly3,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,1,finiteauditv1_confirm_seed0_wdbc_linear_poly3_short_chain_3_baseline_non_rescale_key1,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_wdbc_linear_poly3_short_chain_3_baseline_non_rescale_key1.json,sha256:49d4a0442ece8fe01a940aa37b908dfb5dbe0301d1f5f3f3db936fbfa1f47c0a
0,wdbc,linear_poly3,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,2,finiteauditv1_confirm_seed0_wdbc_linear_poly3_short_chain_3_baseline_non_rescale_key2,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_wdbc_linear_poly3_short_chain_3_baseline_non_rescale_key2.json,sha256:0550fa68ad7c5e87d69de8a78ae2279cce9cb215e6afe6304d7866dedba35a98
0,wdbc,linear_poly3,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,3,finiteauditv1_confirm_seed0_wdbc_linear_poly3_short_chain_3_baseline_non_rescale_key3,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_wdbc_linear_poly3_short_chain_3_baseline_non_rescale_key3.json,sha256:4116e67b8bdccaec728863ab795a3aa3162c2d6ecd804b49e4f019e1a937a32a
0,wdbc,linear_poly3,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,1,finiteauditv1_confirm_seed0_wdbc_linear_poly3_short_chain_3_rescale_aware_key1,FAILED,1,EXPECTED_PARAMETER_FAILURE,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_wdbc_linear_poly3_short_chain_3_rescale_aware_key1.json,sha256:eacc032bc007e50683100e5eac155da3d0373c094725bea294a956bc09108498
0,wdbc,linear_poly3,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,2,finiteauditv1_confirm_seed0_wdbc_linear_poly3_short_chain_3_rescale_aware_key2,FAILED,1,EXPECTED_PARAMETER_FAILURE,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_wdbc_linear_poly3_short_chain_3_rescale_aware_key2.json,sha256:55337ab973ab3838e2e0db7131d4ea17d776b8a78d0aa8432a890304d03c7583
0,wdbc,linear_poly3,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,3,finiteauditv1_confirm_seed0_wdbc_linear_poly3_short_chain_3_rescale_aware_key3,FAILED,1,EXPECTED_PARAMETER_FAILURE,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_wdbc_linear_poly3_short_chain_3_rescale_aware_key3.json,sha256:098d8920ac43e16a6a037617f7980ef973f3a0b50ab89b9195e9907d05491784
0,wdbc,mlp_square_linear_score,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,1,finiteauditv1_confirm_seed0_wdbc_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key1,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_wdbc_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key1.json,sha256:b4d6ae86f713b912906822934e7cd7dbfd70f1392bd676043d017142ec96da92
0,wdbc,mlp_square_linear_score,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,2,finiteauditv1_confirm_seed0_wdbc_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key2,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_wdbc_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key2.json,sha256:c4e4f209a0a2997b3980d53094af39747f6178d128c8ab98c2e7aac8753cf30e
0,wdbc,mlp_square_linear_score,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,3,finiteauditv1_confirm_seed0_wdbc_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key3,SUCCESS,0,,results/thesis_grade_protocol/finite_domain_no_safe_locked_audit_v1/full/bindings/seed0_wdbc_mlp_square_linear_score_short_chain_3_baseline_non_rescale_key3.json,sha256:486a658adcab9d2ac4700df678da0398a89c9eb2ca7e115114fb02fb00620774
