split_seed,dataset_id,model_id,alpha,protected_margin,decision_budget,sensitivity,unit_error_budget,multiplicative_depth,add_ops,mul_ops,rot_ops,rescale_ops,planned_chain_length,planned_scale_bits,planned_logN,estimated_log_qp,ideal_candidate_count,projected_candidate_count,projected_candidate_ids,planning_overhead_us,plan_reason
0,digits_binary,mlp_square_linear_score,0.25,0.001114205795,0.00027855144875,9.25,3.01136701351e-05,1,37,41,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,96.33,budget=0.000278551 sensitivity=9.25 unit_budget=3.01137e-05 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,digits_binary,mlp_square_linear_score,0.5,0.001114205795,0.0005571028975,9.25,6.02273402703e-05,1,37,41,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,98.325,budget=0.000557103 sensitivity=9.25 unit_budget=6.02273e-05 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,digits_binary,mlp_square_linear_score,0.75,0.001114205795,0.00083565434625,9.25,9.03410104054e-05,1,37,41,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,99.366,budget=0.000835654 sensitivity=9.25 unit_budget=9.0341e-05 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,digits_binary,mlp_square_linear_score,0.9,0.001114205795,0.0010027852155,9.25,0.000108409212486,1,37,41,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,242.294,budget=0.00100279 sensitivity=9.25 unit_budget=0.000108409 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,iris_binary,linear_poly3,0.1,0.054808789627,0.0054808789627,3,0.00182695965423,2,6,8,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,537.469,budget=0.00548088 sensitivity=3 unit_budget=0.00182696 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,iris_binary,linear_poly3,0.25,0.054808789627,0.0137021974067,3,0.00456739913558,2,6,8,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,116.889,budget=0.0137022 sensitivity=3 unit_budget=0.0045674 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,iris_binary,linear_poly3,0.5,0.054808789627,0.0274043948135,3,0.00913479827117,2,6,8,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,91.151,budget=0.0274044 sensitivity=3 unit_budget=0.0091348 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,iris_binary,linear_poly3,0.75,0.054808789627,0.0411065922202,3,0.0137021974067,2,6,8,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,89.198,budget=0.0411066 sensitivity=3 unit_budget=0.0137022 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,iris_binary,linear_poly3,0.9,0.054808789627,0.0493279106643,3,0.0164426368881,2,6,8,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,89.468,budget=0.0493279 sensitivity=3 unit_budget=0.0164426 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,iris_binary,mlp_square_linear_score,0.1,0.069303860219,0.0069303860219,6.05,0.00114551835073,1,21,25,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,95.179,budget=0.00693039 sensitivity=6.05 unit_budget=0.00114552 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,iris_binary,mlp_square_linear_score,0.25,0.069303860219,0.0173259650548,6.05,0.00286379587682,1,21,25,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,94.217,budget=0.017326 sensitivity=6.05 unit_budget=0.0028638 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,iris_binary,mlp_square_linear_score,0.5,0.069303860219,0.0346519301095,6.05,0.00572759175364,1,21,25,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,92.594,budget=0.0346519 sensitivity=6.05 unit_budget=0.00572759 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,iris_binary,mlp_square_linear_score,0.75,0.069303860219,0.0519778951643,6.05,0.00859138763045,1,21,25,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,95.69,budget=0.0519779 sensitivity=6.05 unit_budget=0.00859139 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,iris_binary,mlp_square_linear_score,0.9,0.069303860219,0.0623734741971,6.05,0.0103096651565,1,21,25,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,93.625,budget=0.0623735 sensitivity=6.05 unit_budget=0.0103097 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,mnist_pool16,linear_poly3,0.1,0.00132441209,0.000132441209,5.4,2.45261498148e-05,2,18,20,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,89.298,budget=0.000132441 sensitivity=5.4 unit_budget=2.45261e-05 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,mnist_pool16,linear_poly3,0.25,0.00132441209,0.0003311030225,5.4,6.1315374537e-05,2,18,20,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,88.997,budget=0.000331103 sensitivity=5.4 unit_budget=6.13154e-05 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,mnist_pool16,linear_poly3,0.5,0.00132441209,0.000662206045,5.4,0.000122630749074,2,18,20,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,1428.611,budget=0.000662206 sensitivity=5.4 unit_budget=0.000122631 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,mnist_pool16,linear_poly3,0.75,0.00132441209,0.0009933090675,5.4,0.000183946123611,2,18,20,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,97.603,budget=0.000993309 sensitivity=5.4 unit_budget=0.000183946 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,mnist_pool16,linear_poly3,0.9,0.00132441209,0.001191970881,5.4,0.000220735348333,2,18,20,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,90.42,budget=0.00119197 sensitivity=5.4 unit_budget=0.000220735 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,mnist_pool16,mlp_square_linear_score,0.1,0.001179813822,0.0001179813822,15.65,7.53874646645e-06,1,69,73,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,96.992,budget=0.000117981 sensitivity=15.65 unit_budget=7.53875e-06 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,mnist_pool16,mlp_square_linear_score,0.25,0.001179813822,0.0002949534555,15.65,1.88468661661e-05,1,69,73,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,96.511,budget=0.000294953 sensitivity=15.65 unit_budget=1.88469e-05 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,mnist_pool16,mlp_square_linear_score,0.5,0.001179813822,0.000589906911,15.65,3.76937323323e-05,1,69,73,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,237.125,budget=0.000589907 sensitivity=15.65 unit_budget=3.76937e-05 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,mnist_pool16,mlp_square_linear_score,0.75,0.001179813822,0.0008848603665,15.65,5.65405984984e-05,1,69,73,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,307.277,budget=0.00088486 sensitivity=15.65 unit_budget=5.65406e-05 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,mnist_pool16,mlp_square_linear_score,0.9,0.001179813822,0.0010618324398,15.65,6.78487181981e-05,1,69,73,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,99.336,budget=0.00106183 sensitivity=15.65 unit_budget=6.78487e-05 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,wdbc,linear_poly3,0.1,0.00148378396,0.000148378396,3.8,3.90469463158e-05,2,10,12,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,90.51,budget=0.000148378 sensitivity=3.8 unit_budget=3.90469e-05 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,wdbc,linear_poly3,0.25,0.00148378396,0.00037094599,3.8,9.76173657895e-05,2,10,12,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,89.518,budget=0.000370946 sensitivity=3.8 unit_budget=9.76174e-05 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,wdbc,linear_poly3,0.5,0.00148378396,0.00074189198,3.8,0.000195234731579,2,10,12,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,88.806,budget=0.000741892 sensitivity=3.8 unit_budget=0.000195235 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,wdbc,linear_poly3,0.75,0.00148378396,0.00111283797,3.8,0.000292852097368,2,10,12,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,88.997,budget=0.00111284 sensitivity=3.8 unit_budget=0.000292852 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,wdbc,linear_poly3,0.9,0.00148378396,0.001335405564,3.8,0.000351422516842,2,10,12,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,87.254,budget=0.00133541 sensitivity=3.8 unit_budget=0.000351423 depth=2 chain=4 scale=30 logN=14 logQP≈240
0,wdbc,mlp_square_linear_score,0.1,0.00129424654,0.000129424654,9.25,1.39918544865e-05,1,37,41,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,93.475,budget=0.000129425 sensitivity=9.25 unit_budget=1.39919e-05 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,wdbc,mlp_square_linear_score,0.25,0.00129424654,0.000323561635,9.25,3.49796362162e-05,1,37,41,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,93.245,budget=0.000323562 sensitivity=9.25 unit_budget=3.49796e-05 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,wdbc,mlp_square_linear_score,0.5,0.00129424654,0.00064712327,9.25,6.99592724324e-05,1,37,41,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,94.888,budget=0.000647123 sensitivity=9.25 unit_budget=6.99593e-05 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,wdbc,mlp_square_linear_score,0.75,0.00129424654,0.000970684905,9.25,0.000104938908649,1,37,41,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,92.784,budget=0.000970685 sensitivity=9.25 unit_budget=0.000104939 depth=1 chain=3 scale=30 logN=14 logQP≈210
0,wdbc,mlp_square_linear_score,0.9,0.00129424654,0.001164821886,9.25,0.000125926690378,1,37,41,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,93.696,budget=0.00116482 sensitivity=9.25 unit_budget=0.000125927 depth=1 chain=3 scale=30 logN=14 logQP≈210
1,banknote,linear_poly3,0.1,0.004312115264,0.0004312115264,3,0.000143737175467,2,6,8,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,89.738,budget=0.000431212 sensitivity=3 unit_budget=0.000143737 depth=2 chain=4 scale=30 logN=14 logQP≈240
1,banknote,linear_poly3,0.25,0.004312115264,0.001078028816,3,0.000359342938667,2,6,8,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,89.819,budget=0.00107803 sensitivity=3 unit_budget=0.000359343 depth=2 chain=4 scale=30 logN=14 logQP≈240
1,banknote,linear_poly3,0.5,0.004312115264,0.002156057632,3,0.000718685877333,2,6,8,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,221.395,budget=0.00215606 sensitivity=3 unit_budget=0.000718686 depth=2 chain=4 scale=30 logN=14 logQP≈240
1,banknote,linear_poly3,0.75,0.004312115264,0.003234086448,3,0.001078028816,2,6,8,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,113.733,budget=0.00323409 sensitivity=3 unit_budget=0.00107803 depth=2 chain=4 scale=30 logN=14 logQP≈240
1,banknote,linear_poly3,0.9,0.004312115264,0.0038809037376,3,0.0012936345792,2,6,8,0,2,4,30,14,240,7,6,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,91.953,budget=0.0038809 sensitivity=3 unit_budget=0.00129363 depth=2 chain=4 scale=30 logN=14 logQP≈240
1,banknote,mlp_square_linear_score,0.1,0.013423258649,0.0013423258649,6.05,0.000221872043785,1,21,25,0,1,3,30,14,210,7,8,deep_chain_8_scale45__rescale_aware;default__rescale_aware;short_chain_3__baseline_non_rescale;short_chain_3__rescale_aware;short_chain_5__baseline_non_rescale;short_chain_5__rescale_aware;short_chain_6_scale38__baseline_non_rescale;short_chain_6_scale38__rescale_aware,96.792,budget=0.00134233 sensitivity=6.05 unit_budget=0.000221872 depth=1 chain=3 scale=30 logN=14 logQP≈210
