phase,row_id,key_repeat,execution_status,failure_reason,plaintext_score,eva_plaintext_score,native_ckks_score,threshold,decision_margin,error_budget,absolute_error,normalized_budget_usage,certifiable,plaintext_decision,native_ckks_decision,decision_flip,error_violation,keygen_ms,encrypt_ms,execute_ms,decrypt_ms,total_sample_ms
locked_audit_scale_30,25,2,OK,,0.335080207201,0.3350802072008215,0.3339636546581474,0.5,0.164919792799,0.0824598963995,0.001116552542852589,0.013540552336412583,true,false,false,false,false,23.381774,26.377756,21.559585,0.732314,48.734667
locked_audit_scale_30,26,2,OK,,0.643919131784,0.6439191317839463,0.6428025194193132,0.5,0.14391913178399995,0.07195956589199998,0.001116612364686742,0.015517219300108093,true,true,true,false,false,23.381774,26.448479,22.336863,0.775035,49.631069
locked_audit_scale_30,0,3,OK,,0.372731897182,0.3727318971818641,0.3712210457727205,0.5,0.127268102818,0.063634051409,0.001510851409279479,0.023742813412408213,true,false,false,false,false,22.838735,26.822691,21.632692,0.755367,49.289648
locked_audit_scale_30,3,3,OK,,0.417581541703,0.41758154170313116,0.41636692913142653,0.5,0.08241845829700001,0.041209229148500004,0.001214612571573459,0.02947428517035656,true,false,false,false,false,22.838735,26.597548,21.634015,0.73015,49.027567
locked_audit_scale_30,5,3,OK,,0.629785886387,0.6297858863875143,0.6283255308412216,0.5,0.12978588638699995,0.06489294319349997,0.0014603555457783912,0.022504073230641637,true,true,true,false,false,22.838735,26.697415,21.63165,0.746831,49.140167
locked_audit_scale_30,6,3,OK,,0.621733672687,0.621733672687174,0.6207561218798581,0.5,0.12173367268699997,0.060866836343499986,0.0009775508071419026,0.016060483275738644,true,true,true,false,false,22.838735,26.572592,21.864598,0.734609,49.23697
locked_audit_scale_30,8,3,OK,,0.629438854140,0.6294388541403623,0.6275494928122122,0.5,0.12943885414,0.06471942707,0.0018893613277878307,0.029193109601299668,true,true,true,false,false,22.838735,26.483875,21.827488,0.729539,49.106404
locked_audit_scale_30,9,3,OK,,0.399716912828,0.39971691282815713,0.3983334861895617,0.5,0.10028308717200002,0.05014154358600001,0.0013834266384382676,0.027590427806943967,true,false,false,false,false,22.838735,26.585335,21.723011,0.726123,49.102347
locked_audit_scale_30,10,3,OK,,0.640342164990,0.6403421649901747,0.6389519015713534,0.5,0.14034216498999996,0.07017108249499998,0.0013902634186465646,0.019812483564659665,true,true,true,false,false,22.838735,26.570358,21.742358,0.737284,49.114841
locked_audit_scale_30,11,3,OK,,0.565146843018,0.565146843017817,0.563412000990902,0.5,0.065146843018,0.032573421509,0.0017348420270979492,0.0532594350464109,true,true,true,false,false,22.838735,26.38011,21.894774,0.744677,49.085375
locked_audit_scale_30,14,3,OK,,0.645080005659,0.6450800056593898,0.6442612592820279,0.5,0.14508000565900003,0.07254000282950002,0.0008187463769721015,0.01128682582073377,true,true,true,false,false,22.838735,26.532166,23.258102,0.76699,50.631796
locked_audit_scale_30,15,3,OK,,0.654038616520,0.6540386165197407,0.6530868154243507,0.5,0.15403861651999995,0.07701930825999997,0.0009518010956492962,0.012357954351345618,true,true,true,false,false,22.838735,26.338191,21.772845,0.741171,48.926518
locked_audit_scale_30,17,3,OK,,0.375133521761,0.375133521761031,0.37356283663686846,0.5,0.12486647823899999,0.062433239119499995,0.0015706851241315545,0.02515783493349101,true,false,false,false,false,22.838735,26.68887,22.60164,0.748094,50.106702
locked_audit_scale_30,19,3,OK,,0.381214331404,0.3812143314035414,0.37953543916776367,0.5,0.11878566859599998,0.05939283429799999,0.0016788922362363512,0.028267589113740724,true,false,false,false,false,22.838735,26.920835,21.645476,0.735891,49.37027
locked_audit_scale_30,20,3,OK,,0.380991310600,0.3809913106000152,0.37960145648687454,0.5,0.11900868939999998,0.05950434469999999,0.0013898541131254771,0.023357187111842564,true,false,false,false,false,22.838735,26.324626,21.616632,0.929754,48.939812
locked_audit_scale_30,21,3,OK,,0.363584009654,0.3635840096535568,0.36225728066158286,0.5,0.136415990346,0.068207995173,0.0013267289924171477,0.019451223995839286,true,false,false,false,false,22.838735,26.590946,21.769589,0.764134,49.19998
locked_audit_scale_30,25,3,OK,,0.335080207201,0.3350802072008215,0.33400509591300326,0.5,0.164919792799,0.0824598963995,0.001075111287996755,0.01303798979795073,true,false,false,false,false,22.838735,26.4759,21.698886,0.774984,49.031444
locked_audit_scale_30,26,3,OK,,0.643919131784,0.6439191317839463,0.6428222688182927,0.5,0.14391913178399995,0.07195956589199998,0.0010968629657072126,0.015242767964351424,true,true,true,false,false,22.838735,26.643755,21.542624,0.743355,49.010084
