mode,waterline,plan_status,input_id,input_x_sha256,input_y_sha256,plaintext_w,plaintext_c,encrypted_w_slot0,encrypted_c_slot0,max_abs_w_error,max_abs_c_error,rms_error,context_keygen_ms,load_preprocess_ms,encrypt_ms,evaluate_ms,decrypt_ms,total_ms
eva,15,PASS,corelab_v8_0036,sha256:6524e4ca7a0aef8939bfbae4156c972eecd1b18a1d6f1a7455b6ed5cc2c77f0b,sha256:2c7f7b40a2cdba5351f45bbd2f6bd5bdb79344e783b4306ad0858a7a13e5d318,1.013595071942192,0.039861318486255806,-1.506660484547253,0.2677575676478502,7.891821977990371,1.3155717761463055,1.6596689532670292,21397.871679,127.744762,49.442075,542.613985,91.497028,683.764023
eva,15,PASS,corelab_v8_0037,sha256:29a6537bbc413c92eec222aa70c6d9e645547479c3e838410cb12a9ecce15ad5,sha256:8380597c768cde8e70d9c4811a22f61d7593bdbe65a7ca4e78044246b576cd18,1.0130565011724793,0.039317278974277,-1.755597125108847,0.19626069020722836,7.315504641014134,1.0152427636819923,1.4351949775620674,21397.871679,127.744762,48.08599,526.751075,73.880842,648.907333
eva,15,PASS,corelab_v8_0038,sha256:f4a32d198e7d056cffb66e4693e82271620deec83495eaae09dc65b3bbe4d275,sha256:0d0489d97177ade99db63178d412549dd4ce015d2c8428df51f201df6655dad0,1.0136676585017002,0.039687584042509244,-1.8409679679599278,-0.06966930074100519,7.706333074823951,1.3475978557549522,1.4572845471151077,21397.871679,127.744762,48.078305,525.437495,90.785803,664.501288
eva,15,PASS,corelab_v8_0039,sha256:042cc3c1664c484938a954c2e6c0cb5ba41f45b6ff10825324fde4000ea3ff5b,sha256:0942d3cc8b543e6cfdacb4e156fd24aba9d36147dd8c1f52c3613e8787610b12,1.0135408808935675,0.039909656266729696,-2.2980493575148464,0.15584193827097442,7.506698364036036,1.3044138429028425,1.4971320924312024,21397.871679,127.744762,48.735308,525.697853,75.761791,650.385782
eva,15,PASS,corelab_v8_0040,sha256:c7c1c9b6f651ec8d50687149d9de4bf4234849d71fe6922558b90100481017d6,sha256:0735490e9be4042eec300785d9cbfea9d3472230a7d78c96e03fff0b37c7a21b,1.0131586950952476,0.03929174250702365,-2.4197038207091044,-0.2985150620057723,7.5636344933624216,1.0617595660990609,1.627474768065876,21397.871679,127.744762,48.21906,535.607078,90.502691,674.52134
eva,15,PASS,corelab_v8_0041,sha256:d255aea0fc9c6483eab2f8a675d5aa72a6e3b27ec899d9c7d3d5ff71d92212af,sha256:8f14b5b20357a9aa785f98a283a44b5ecea7292ed67585e3f6f9384e3172470b,1.013312037715057,0.03972920252282039,-0.9666373375341621,-0.26702975717202165,8.100706751945806,1.0904081222519797,1.690527007243558,21397.871679,127.744762,48.01171,523.863281,73.949311,646.019158
eva,15,PASS,corelab_v8_0042,sha256:736c8ff6f2b2c46745ae7d35fe0f5db24bb688cfe1b227ee7a9ae28134817c9a,sha256:cbdfedf92deaf926458dd50b1b9aff2a672ec5a2f06e6dcd69d65b5f94aaf250,1.0135758632211154,0.040043027570587746,-0.6206885491750165,-0.09251532208870583,9.43051647023696,1.137542009194686,1.7360213843400052,21397.871679,127.744762,48.199222,525.994621,90.898414,665.286712
eva,15,PASS,corelab_v8_0043,sha256:66d14beba27ea5dadfdbf15ca18b010eabd6d3e4f602a529e0e7813108349e11,sha256:1b019cf2aeb814b1140fdc0bb44f4b3f4ade0d2b01e473dce7319dc9e2e4947d,1.0131333830011287,0.03925639441098332,-1.7248648273915839,-0.03439433488000147,8.118093253641842,0.9999696868578322,1.5492447453616478,21397.871679,127.744762,48.726772,523.277191,74.072672,646.25987
eva,15,PASS,corelab_v8_0044,sha256:6d8d5a5f9dd4fc3412aa29c94eae8bd86814136f9f8c56b40a867b46da0701d8,sha256:29f7c73a185fd93fe9076e38d402e531bf09824227f497d61f705595f78d75ea,1.0129953434333252,0.03938525061552643,-0.9405576252186063,-0.19212067404001468,8.419956218802131,1.2997534314939272,1.6926955351676742,21397.871679,127.744762,48.324106,764.24274,92.159801,904.942513
eva,15,PASS,corelab_v8_0045,sha256:68d514e04bed5bdc05b00f4fb4211ff0ef6edfcb736b13cc6e6516970dc1c8ae,sha256:479efafca834e5f7a28ac2bff4773ae5c12276bae49a684602efcd11d3e72eb3,1.0129273280936126,0.03874011245070556,-1.4540963400016242,0.05733551193921458,7.625375023928365,0.9496710708537561,1.4891325012438639,21397.871679,127.744762,50.170712,545.694496,74.872783,671.145677
eva,15,PASS,corelab_v8_0046,sha256:507554515db64cb7a2e145817bce5e8b4aa3490ed95e72903ebfe2abdd504afe,sha256:ad1ecf38e57368e21ce975194b7a94f9aec9905fb62901569e39b3dafcae0015,1.0132751879659578,0.039534740627243284,-1.820021835687247,0.2566112094901435,7.096130053176596,1.3047687771399992,1.4825101315330733,21397.871679,127.744762,49.626671,811.562738,103.300516,964.738922
eva,15,PASS,corelab_v8_0047,sha256:42c3f567487d409b5d2cf30069c41133432048db8919241e7963b232bd720d7c,sha256:e91d6ecde03e8d6b1321a92c5918e9a3357028d576d910d32635cdf1ddddfbb8,1.0129693529031534,0.039083486054755735,-1.2406829311760275,0.10223796570803706,8.295413595556676,1.2180319332214438,1.53208548096451,21397.871679,127.744762,57.231681,582.680698,76.638216,716.763495
eva,15,PASS,corelab_v8_0048,sha256:0ea7e6ff3a9d31c8a65e6917e55dcd2af6fbb64db735936814708aa2137b1441,sha256:5c5d9ba4f0467a97619dfe8c25c2679ea893a737c9a54f371c54ce6b66ae1548,1.0130656771796949,0.03928195805309487,-2.364074173421826,-0.07954798861331569,7.5417707015718864,1.1625352275382097,1.3510990174263513,21397.871679,127.744762,50.967236,561.395327,97.679478,710.252787
eva,15,PASS,corelab_v8_0049,sha256:64bc0c9d5c563ab67eca4ccecca6a53f003505cbe92140375f8b4cc5883018a9,sha256:83428f1b28f8c8640ed72d0af153b2a28e7a84835832fab69bde6e354314dbc5,1.013466389760301,0.039528949576385634,-1.4429347782466433,0.1319908957922307,7.852400043965619,1.2050594549753,1.5412111576685963,21397.871679,127.744762,49.726268,557.635693,76.282058,683.872045
eva,15,PASS,corelab_v8_0050,sha256:00e4304318ed528fafdc46d6a548f04497474d97519a507e6bd7a48dfa07e5b6,sha256:5e2c8ca7f979bdc1ffefd62df9b3628dc80592c49966e86159a0e529ddbbcbd4,1.0133295607134007,0.039601745708853886,-0.9318239945249283,0.10456751550518847,8.599138521006985,1.1569165088324227,1.8974333110696537,21397.871679,127.744762,51.753923,569.848459,92.928935,715.432797
eva,15,PASS,corelab_v8_0051,sha256:f34905f0bb6169d0ad2d5c26a3ec8d84f3907bbf7f2be7c5264920be7dec111e,sha256:911216b547992a159ee98eab57cba1b5ec8e389404ed194edd34fe815c7700ef,1.013179063882114,0.039365374147297454,-2.7158474922740834,-0.273552119421884,6.9579209897803755,1.0256798244017808,1.614692862311002,21397.871679,127.744762,50.678534,560.490268,76.132306,687.513659
eva,15,PASS,corelab_v8_0052,sha256:75351976b5da5bc3d7c2c68be420896b724e537be6b9b86437b2eea4ae632f35,sha256:3a6ef0696c229537f5d6516fba0d12958b73daf3dd0baa269386ecdd9af10a51,1.0131844868510267,0.03948630972931733,-2.2312754936005477,-0.18211379524037674,6.822549148092652,1.1727372128068327,1.2441852418306936,21397.871679,127.744762,50.7347,552.352669,92.642507,695.941062
eva,15,PASS,corelab_v8_0053,sha256:c3232a431d8bb7652737e0a1f4416e00a9419b6981f056e507ef11878c2a193a,sha256:79fda6b6bf7753473748764f7862b06e600baf5a8388ed32bd034b5afc2ad27f,1.013688254658779,0.03992485585593507,-1.9389671175713084,0.25200604013774663,7.167053550947005,1.3220205025559841,1.6108268179012764,21397.871679,127.744762,50.174048,548.6596,76.429534,675.477253
eva,15,PASS,corelab_v8_0054,sha256:457b553cb734cf5f40d7d4a9d91a21bc44ee86483a2bf92af3c8ad1a5b3fead9,sha256:b413cf3e20f698932a23d6b60b66d80731d762bfd3453213fe41725ccd2d6c9e,1.0133764113987862,0.039542282399736645,-2.8411148653919036,0.21408179990440854,7.360377034023736,1.178691049499329,1.463939674631924,21397.871679,127.744762,49.42391,552.020622,90.009876,691.651819
eva,15,PASS,corelab_v8_0055,sha256:7dccdd450574018854d67c3083e287544c3e6ff8977486250180a41313345c56,sha256:7798cdb5f34038b5d82fe4fdd74bf2377466a2d4860544c06f669bbab7f10699,1.0129656844813766,0.03939374560181755,-2.3373159271660335,0.19849857730856163,7.153302934584013,1.1348689881767224,1.3609906633586872,21397.871679,127.744762,50.202952,547.417421,74.990485,672.829156
eva,15,PASS,corelab_v8_0056,sha256:7e513a218cf0e0fe45211b9c57f111b57ec5e8ee95fe17f4617ff8dc38e2e698,sha256:b9d232bf73b8c3e8447b7b4c938b0032922b9e0efe2bab720c1ff6a4b90b6349,1.0126821731825688,0.03909339409525961,-1.4968611001171466,-0.021490218034663586,7.547246497644707,1.0893011715593706,1.6827226106117912,21397.871679,127.744762,50.402196,546.393988,90.895459,687.905684
eva,15,PASS,corelab_v8_0057,sha256:7fc86a2f2d97a33752d8061b565bb7a69fb969f6614dcb33eef2e5889fb04283,sha256:bf36ecd3df0ab5b1190c31cd602152ecfb24dfbf080486f7476301ece8645c9f,1.0127759447580689,0.03927796208892583,-1.7850273571893114,0.15964631451757552,7.561169045990749,1.3908268868188711,1.46340622883547,21397.871679,127.744762,49.605,545.518486,74.533967,669.870342
eva,15,PASS,corelab_v8_0058,sha256:f3f26c93fdc7ece724df31b0d81004b27a6bf98e4b6347a406aa4a4afb393aa9,sha256:32b7d3d7345d267cc88d8d957eeb66e9495b82f14a5afdd13f0b775376f2b197,1.013746215336426,0.04014289416813973,-1.5614396125470922,0.10468446800641146,7.731187275324458,1.197957559202852,1.608364021646144,21397.871679,127.744762,49.209127,542.042854,90.822391,682.285519
eva,15,PASS,corelab_v8_0059,sha256:ed8d24a97e87655688439af8b5805e4393fc3b5f406d44dde82572b7da48c300,sha256:48321fea4e4ba240812be30b13a1bc64f9464a0f198c775beaeaa1765524dae6,1.0130113782327277,0.03918090932909339,-2.8760630775376828,-0.5472581567237924,6.511836741274746,1.0742089171556717,1.4512612953814705,21397.871679,127.744762,49.090915,541.547264,74.861382,665.72834
eva,15,PASS,corelab_v8_0060,sha256:7243d826ce992475d7e7738784a9aa32997d749ebf40149fcc49af3390fe3170,sha256:e2a55f96861e4766e18c9f59208bc7806dad70ce4a24e2a2f26c7fc71e95094a,1.0133943499400038,0.03975447552672637,-2.3491360428535577,0.11792456141460003,7.730587528413233,1.2247798531851468,1.511833265633722,21397.871679,127.744762,49.854087,539.979041,90.289582,680.349105
eva,15,PASS,corelab_v8_0061,sha256:48aa7f1f1f888453b82fe5eeb26f3667d44ac98d81da4d7a8a22310d9f8df316,sha256:a030e957d814e3718f05fb15a2e7b2a25ce39b7e7eb90db2ab883c83d867516a,1.01268983125839,0.03880731266980457,-1.8430374917155525,-0.13641897163155403,7.209860503599142,1.120820350264983,1.584772732419783,21397.871679,127.744762,48.956714,536.291923,75.938653,661.411511
eva,15,PASS,corelab_v8_0062,sha256:52a271769ce2a25a1749d5b25c6ce20b421c8bf0afeb7eebc66488a5ea0132ac,sha256:d2f1bd25a572dae3d60f82a4c478d504d3a2f08d699722fbc9310e29cf9e0d8a,1.0133130998975477,0.03966077660922654,-2.0196475126508266,-0.34990854528152615,7.839175153352802,1.193640129541695,1.5795324725315993,21397.871679,127.744762,49.181035,564.327279,90.703038,704.430922
eva,15,PASS,corelab_v8_0063,sha256:b5ad854ce0335798a9ccddd854e0f9b96fa4f435abb66e8888cacde13db7b07a,sha256:40402baab4d5998854aaff7c2652591316e0fa3445ed7916551fbfade40db0b1,1.0123840680811957,0.038754336067243614,-1.691032262865374,0.20544900300418806,8.262068213838617,1.2272607787979903,1.7904500513795396,21397.871679,127.744762,49.70082,545.919598,75.627099,671.458893
eva,15,PASS,corelab_v8_0064,sha256:310eae6be90a05408925fd3151c9cc3fe2653e8250c74cba1f200843f87013ad,sha256:a203ed4701a48c1d52211539e4c58b7f751b28e336303521d4653c8258735391,1.0126112105999971,0.039203344697237644,-2.394697947351825,0.32304738789922344,6.3429035893025905,1.0969115504409903,1.4870370937753614,21397.871679,127.744762,49.209358,545.969101,91.736437,687.126052
eva,15,PASS,corelab_v8_0065,sha256:bd78b1921a4f48a602a23e753144455866eaa6e65d5d58f66e71d1d991d491b9,sha256:fdaf7d5abe9073a0b1aa15486dc2b1f95695a48ab823dff87244fe268f41277f,1.0133405757176555,0.03973415673156243,-2.2940939032933585,0.02190931547336891,7.338441946123987,1.0223603566107613,1.5008145318477142,21397.871679,127.744762,49.669181,551.268755,75.837965,677.001524
