row_id,sample_id,source_index,source_partition,role,label
245,mnist_00281,281,train,model_training,3
246,mnist_00282,282,train,model_training,9
247,mnist_00283,283,train,model_training,0
248,mnist_00284,284,train,model_training,5
249,mnist_00285,285,train,model_training,9
250,mnist_00286,286,train,model_training,6
251,mnist_00287,287,train,model_training,5
252,mnist_00288,288,train,model_training,7
253,mnist_00289,289,train,model_training,4
254,mnist_00290,290,train,model_training,1
255,mnist_00291,291,train,model_training,3
256,mnist_00292,292,train,model_training,4
257,mnist_00293,293,train,model_training,0
258,mnist_00294,294,train,model_training,4
259,mnist_00295,295,train,model_training,8
260,mnist_00296,296,train,model_training,0
261,mnist_00297,297,train,model_training,4
262,mnist_00298,298,train,model_training,3
263,mnist_00299,299,train,model_training,6
264,mnist_00300,300,train,model_training,8
265,mnist_00301,301,train,model_training,7
266,mnist_00302,302,train,model_training,6
267,mnist_00303,303,train,model_training,0
268,mnist_00304,304,train,model_training,9
269,mnist_00305,305,train,model_training,7
270,mnist_00306,306,train,model_training,5
271,mnist_00307,307,train,model_training,7
272,mnist_00308,308,train,model_training,2
273,mnist_00309,309,train,model_training,1
274,mnist_00310,310,train,model_training,1
275,mnist_00312,312,train,model_training,8
276,mnist_00313,313,train,model_training,9
277,mnist_00314,314,train,model_training,4
278,mnist_00315,315,train,model_training,1
279,mnist_00316,316,train,model_training,5
280,mnist_00317,317,train,model_training,2
281,mnist_00318,318,train,model_training,2
282,mnist_00319,319,train,model_training,9
283,mnist_00320,320,train,model_training,0
284,mnist_00321,321,train,model_training,3
285,mnist_00322,322,train,model_training,9
286,mnist_00323,323,train,model_training,6
287,mnist_00324,324,train,model_training,7
288,mnist_00325,325,train,model_training,2
289,mnist_00326,326,train,model_training,0
290,mnist_00327,327,train,model_training,3
291,mnist_00328,328,train,model_training,5
292,mnist_00331,331,train,model_training,6
293,mnist_00332,332,train,model_training,5
294,mnist_00333,333,train,model_training,8
295,mnist_00334,334,train,model_training,9
296,mnist_00335,335,train,model_training,5
297,mnist_00336,336,train,model_training,4
298,mnist_00337,337,train,model_training,7
299,mnist_00338,338,train,model_training,4
300,mnist_00339,339,train,model_training,2
301,mnist_00340,340,train,model_training,7
302,mnist_00342,342,train,model_training,4
303,mnist_00343,343,train,model_training,8
304,mnist_00344,344,train,model_training,9
305,mnist_00345,345,train,model_training,1
306,mnist_00346,346,train,model_training,9
307,mnist_00347,347,train,model_training,2
308,mnist_00348,348,train,model_training,8
309,mnist_00349,349,train,model_training,7
310,mnist_00350,350,train,model_training,9
311,mnist_00351,351,train,model_training,1
312,mnist_00352,352,train,model_training,8
313,mnist_00353,353,train,model_training,7
314,mnist_00354,354,train,model_training,4
315,mnist_00355,355,train,model_training,1
316,mnist_00356,356,train,model_training,3
317,mnist_00357,357,train,model_training,1
318,mnist_00358,358,train,model_training,1
319,mnist_00359,359,train,model_training,0
320,mnist_00360,360,train,model_training,2
321,mnist_00362,362,train,model_training,9
322,mnist_00363,363,train,model_training,4
323,mnist_00364,364,train,model_training,9
324,mnist_00365,365,train,model_training,2
325,mnist_00366,366,train,model_training,1
326,mnist_00367,367,train,model_training,6
327,mnist_00368,368,train,model_training,8
328,mnist_00369,369,train,model_training,4
329,mnist_00370,370,train,model_training,7
330,mnist_00371,371,train,model_training,7
331,mnist_00372,372,train,model_training,4
332,mnist_00373,373,train,model_training,4
333,mnist_00374,374,train,model_training,9
334,mnist_00375,375,train,model_training,2
335,mnist_00376,376,train,model_training,5
336,mnist_00377,377,train,model_training,7
337,mnist_00378,378,train,model_training,2
338,mnist_00379,379,train,model_training,4
339,mnist_00380,380,train,model_training,4
340,mnist_00381,381,train,model_training,2
341,mnist_00382,382,train,model_training,1
342,mnist_00383,383,train,model_training,9
343,mnist_00384,384,train,model_training,7
344,mnist_00385,385,train,model_training,2
345,mnist_00386,386,train,model_training,8
346,mnist_00387,387,train,model_training,7
347,mnist_00388,388,train,model_training,6
348,mnist_00389,389,train,model_training,9
349,mnist_00390,390,train,model_training,2
350,mnist_00391,391,train,model_training,2
351,mnist_00392,392,train,model_training,3
352,mnist_00393,393,train,model_training,8
353,mnist_00394,394,train,model_training,1
354,mnist_00395,395,train,model_training,6
355,mnist_00396,396,train,model_training,5
356,mnist_00397,397,train,model_training,1
357,mnist_00398,398,train,model_training,1
358,mnist_00400,400,train,model_training,2
359,mnist_00401,401,train,model_training,6
360,mnist_00402,402,train,model_training,4
361,mnist_00403,403,train,model_training,5
362,mnist_00404,404,train,model_training,8
363,mnist_00405,405,train,model_training,3
364,mnist_00406,406,train,model_training,1
365,mnist_00407,407,train,model_training,5
366,mnist_00408,408,train,model_training,1
367,mnist_00409,409,train,model_training,9
368,mnist_00410,410,train,model_training,2
369,mnist_00412,412,train,model_training,4
370,mnist_00413,413,train,model_training,4
371,mnist_00414,414,train,model_training,4
372,mnist_00415,415,train,model_training,8
373,mnist_00416,416,train,model_training,1
374,mnist_00417,417,train,model_training,5
375,mnist_00418,418,train,model_training,8
376,mnist_00419,419,train,model_training,9
377,mnist_00421,421,train,model_training,6
378,mnist_00422,422,train,model_training,7
379,mnist_00423,423,train,model_training,9
380,mnist_00424,424,train,model_training,9
381,mnist_00425,425,train,model_training,3
382,mnist_00426,426,train,model_training,7
383,mnist_00427,427,train,model_training,0
384,mnist_00428,428,train,model_training,9
385,mnist_00429,429,train,model_training,0
386,mnist_00430,430,train,model_training,6
387,mnist_00431,431,train,model_training,6
388,mnist_00432,432,train,model_training,2
389,mnist_00433,433,train,model_training,3
390,mnist_00434,434,train,model_training,9
391,mnist_00436,436,train,model_training,7
392,mnist_00437,437,train,model_training,5
393,mnist_00438,438,train,model_training,4
394,mnist_00439,439,train,model_training,8
395,mnist_00440,440,train,model_training,0
396,mnist_00442,442,train,model_training,4
397,mnist_00443,443,train,model_training,1
398,mnist_00444,444,train,model_training,2
399,mnist_00445,445,train,model_training,8
400,mnist_00446,446,train,model_training,7
401,mnist_00447,447,train,model_training,1
402,mnist_00448,448,train,model_training,2
403,mnist_00449,449,train,model_training,6
404,mnist_00450,450,train,model_training,1
405,mnist_00451,451,train,model_training,0
406,mnist_00453,453,train,model_training,0
407,mnist_00454,454,train,model_training,1
408,mnist_00455,455,train,model_training,1
409,mnist_00456,456,train,model_training,8
410,mnist_00457,457,train,model_training,2
411,mnist_00458,458,train,model_training,0
412,mnist_00459,459,train,model_training,3
413,mnist_00461,461,train,model_training,4
414,mnist_00462,462,train,model_training,0
415,mnist_00463,463,train,model_training,5
416,mnist_00464,464,train,model_training,0
417,mnist_00465,465,train,model_training,6
418,mnist_00466,466,train,model_training,1
419,mnist_00467,467,train,model_training,7
420,mnist_00468,468,train,model_training,7
421,mnist_00469,469,train,model_training,8
422,mnist_00470,470,train,model_training,1
423,mnist_00471,471,train,model_training,9
424,mnist_00472,472,train,model_training,2
425,mnist_00473,473,train,model_training,0
426,mnist_00474,474,train,model_training,5
427,mnist_00475,475,train,model_training,1
428,mnist_00476,476,train,model_training,2
429,mnist_00477,477,train,model_training,2
430,mnist_00478,478,train,model_training,7
431,mnist_00479,479,train,model_training,3
432,mnist_00481,481,train,model_training,4
433,mnist_00482,482,train,model_training,9
434,mnist_00483,483,train,model_training,7
435,mnist_00484,484,train,model_training,1
436,mnist_00485,485,train,model_training,8
437,mnist_00486,486,train,model_training,3
438,mnist_00487,487,train,model_training,9
439,mnist_00488,488,train,model_training,6
440,mnist_00489,489,train,model_training,0
441,mnist_00490,490,train,model_training,3
442,mnist_00491,491,train,model_training,1
443,mnist_00494,494,train,model_training,6
444,mnist_00495,495,train,model_training,3
445,mnist_00496,496,train,model_training,5
446,mnist_00497,497,train,model_training,7
447,mnist_00498,498,train,model_training,6
448,mnist_00499,499,train,model_training,8
449,mnist_00501,501,train,model_training,9
450,mnist_00502,502,train,model_training,5
451,mnist_00503,503,train,model_training,8
452,mnist_00504,504,train,model_training,5
453,mnist_00505,505,train,model_training,7
454,mnist_00506,506,train,model_training,6
455,mnist_00507,507,train,model_training,1
456,mnist_00508,508,train,model_training,1
457,mnist_00509,509,train,model_training,3
458,mnist_00510,510,train,model_training,1
459,mnist_00511,511,train,model_training,7
460,mnist_00512,512,train,model_training,5
461,mnist_00513,513,train,model_training,5
462,mnist_00514,514,train,model_training,5
463,mnist_00515,515,train,model_training,2
464,mnist_00516,516,train,model_training,5
465,mnist_00517,517,train,model_training,8
466,mnist_00518,518,train,model_training,7
467,mnist_00519,519,train,model_training,0
468,mnist_00520,520,train,model_training,9
469,mnist_00521,521,train,model_training,7
470,mnist_00522,522,train,model_training,7
471,mnist_00523,523,train,model_training,5
472,mnist_00525,525,train,model_training,9
473,mnist_00526,526,train,model_training,0
474,mnist_00527,527,train,model_training,0
475,mnist_00528,528,train,model_training,8
476,mnist_00529,529,train,model_training,9
477,mnist_00530,530,train,model_training,2
478,mnist_00531,531,train,model_training,4
479,mnist_00532,532,train,model_training,8
480,mnist_00533,533,train,model_training,1
481,mnist_00534,534,train,model_training,6
482,mnist_00535,535,train,model_training,1
483,mnist_00537,537,train,model_training,5
484,mnist_00538,538,train,model_training,1
485,mnist_00539,539,train,model_training,8
486,mnist_00540,540,train,model_training,3
487,mnist_00541,541,train,model_training,4
488,mnist_00542,542,train,model_training,0
489,mnist_00543,543,train,model_training,5
490,mnist_00544,544,train,model_training,5
491,mnist_00545,545,train,model_training,8
492,mnist_00546,546,train,model_training,3
493,mnist_00547,547,train,model_training,6
494,mnist_00548,548,train,model_training,2
495,mnist_00549,549,train,model_training,3
496,mnist_00550,550,train,model_training,9
497,mnist_00551,551,train,model_training,2
498,mnist_00553,553,train,model_training,1
499,mnist_00554,554,train,model_training,5
500,mnist_00555,555,train,model_training,2
501,mnist_00556,556,train,model_training,1
502,mnist_00557,557,train,model_training,3
503,mnist_00558,558,train,model_training,2
504,mnist_00559,559,train,model_training,8
505,mnist_00560,560,train,model_training,7
506,mnist_00561,561,train,model_training,3
507,mnist_00562,562,train,model_training,7
508,mnist_00563,563,train,model_training,2
509,mnist_00564,564,train,model_training,4
510,mnist_00565,565,train,model_training,6
511,mnist_00566,566,train,model_training,9
512,mnist_00567,567,train,model_training,7
513,mnist_00568,568,train,model_training,2
514,mnist_00569,569,train,model_training,4
515,mnist_00570,570,train,model_training,2
516,mnist_00571,571,train,model_training,8
517,mnist_00572,572,train,model_training,1
518,mnist_00574,574,train,model_training,3
519,mnist_00575,575,train,model_training,8
520,mnist_00576,576,train,model_training,4
521,mnist_00577,577,train,model_training,0
522,mnist_00578,578,train,model_training,6
523,mnist_00579,579,train,model_training,5
524,mnist_00580,580,train,model_training,9
525,mnist_00581,581,train,model_training,3
526,mnist_00582,582,train,model_training,0
527,mnist_00583,583,train,model_training,9
528,mnist_00584,584,train,model_training,2
529,mnist_00585,585,train,model_training,4
530,mnist_00586,586,train,model_training,7
531,mnist_00588,588,train,model_training,2
532,mnist_00589,589,train,model_training,9
533,mnist_00590,590,train,model_training,4
534,mnist_00591,591,train,model_training,2
535,mnist_00592,592,train,model_training,6
536,mnist_00593,593,train,model_training,1
537,mnist_00594,594,train,model_training,8
538,mnist_00595,595,train,model_training,9
539,mnist_00596,596,train,model_training,0
540,mnist_00597,597,train,model_training,6
541,mnist_00598,598,train,model_training,6
542,mnist_00599,599,train,model_training,7
543,mnist_00600,600,train,model_training,9
544,mnist_00601,601,train,model_training,9
545,mnist_00602,602,train,model_training,8
546,mnist_00603,603,train,model_training,0
547,mnist_00605,605,train,model_training,4
548,mnist_00606,606,train,model_training,4
549,mnist_00607,607,train,model_training,6
550,mnist_00608,608,train,model_training,7
551,mnist_00609,609,train,model_training,1
552,mnist_00611,611,train,model_training,7
553,mnist_00612,612,train,model_training,0
554,mnist_00613,613,train,model_training,3
555,mnist_00614,614,train,model_training,5
556,mnist_00615,615,train,model_training,8
557,mnist_00616,616,train,model_training,4
558,mnist_00617,617,train,model_training,7
559,mnist_00618,618,train,model_training,1
560,mnist_00619,619,train,model_training,2
561,mnist_00620,620,train,model_training,5
562,mnist_00621,621,train,model_training,9
563,mnist_00622,622,train,model_training,5
564,mnist_00623,623,train,model_training,6
565,mnist_00624,624,train,model_training,7
566,mnist_00625,625,train,model_training,5
567,mnist_00626,626,train,model_training,9
568,mnist_00627,627,train,model_training,8
569,mnist_00628,628,train,model_training,8
570,mnist_00629,629,train,model_training,3
571,mnist_00630,630,train,model_training,6
572,mnist_00631,631,train,model_training,9
573,mnist_00632,632,train,model_training,7
574,mnist_00633,633,train,model_training,0
575,mnist_00634,634,train,model_training,7
576,mnist_00635,635,train,model_training,5
577,mnist_00636,636,train,model_training,7
578,mnist_00637,637,train,model_training,1
579,mnist_00638,638,train,model_training,1
580,mnist_00639,639,train,model_training,0
581,mnist_00640,640,train,model_training,7
582,mnist_00641,641,train,model_training,9
583,mnist_00643,643,train,model_training,3
584,mnist_00644,644,train,model_training,7
585,mnist_00645,645,train,model_training,3
586,mnist_00646,646,train,model_training,2
587,mnist_00647,647,train,model_training,4
588,mnist_00648,648,train,model_training,1
589,mnist_00649,649,train,model_training,6
590,mnist_00650,650,train,model_training,2
591,mnist_00651,651,train,model_training,7
592,mnist_00652,652,train,model_training,5
593,mnist_00653,653,train,model_training,5
594,mnist_00654,654,train,model_training,7
595,mnist_00655,655,train,model_training,4
596,mnist_00656,656,train,model_training,0
597,mnist_00658,658,train,model_training,6
598,mnist_00659,659,train,model_training,3
599,mnist_00660,660,train,model_training,6
600,mnist_00661,661,train,model_training,4
601,mnist_00662,662,train,model_training,0
602,mnist_00663,663,train,model_training,4
603,mnist_00664,664,train,model_training,2
604,mnist_00665,665,train,model_training,6
605,mnist_00666,666,train,model_training,0
606,mnist_00667,667,train,model_training,0
607,mnist_00668,668,train,model_training,0
608,mnist_00670,670,train,model_training,3
609,mnist_00671,671,train,model_training,1
610,mnist_00673,673,train,model_training,2
611,mnist_00674,674,train,model_training,2
612,mnist_00676,676,train,model_training,1
613,mnist_00677,677,train,model_training,4
614,mnist_00678,678,train,model_training,1
615,mnist_00679,679,train,model_training,5
616,mnist_00682,682,train,model_training,4
617,mnist_00683,683,train,model_training,7
618,mnist_00684,684,train,model_training,2
619,mnist_00685,685,train,model_training,8
620,mnist_00686,686,train,model_training,7
621,mnist_00687,687,train,model_training,9
622,mnist_00690,690,train,model_training,5
623,mnist_00691,691,train,model_training,1
624,mnist_00692,692,train,model_training,4
625,mnist_00693,693,train,model_training,2
626,mnist_00694,694,train,model_training,8
627,mnist_00695,695,train,model_training,3
628,mnist_00696,696,train,model_training,2
629,mnist_00697,697,train,model_training,4
630,mnist_00699,699,train,model_training,5
631,mnist_00700,700,train,model_training,4
632,mnist_00702,702,train,model_training,0
633,mnist_00703,703,train,model_training,7
634,mnist_00705,705,train,model_training,8
635,mnist_00706,706,train,model_training,4
636,mnist_00707,707,train,model_training,9
637,mnist_00709,709,train,model_training,0
638,mnist_00710,710,train,model_training,1
639,mnist_00711,711,train,model_training,1
640,mnist_00712,712,train,model_training,0
641,mnist_00713,713,train,model_training,2
642,mnist_00714,714,train,model_training,2
643,mnist_00715,715,train,model_training,3
644,mnist_00717,717,train,model_training,4
645,mnist_00718,718,train,model_training,4
646,mnist_00719,719,train,model_training,5
647,mnist_00720,720,train,model_training,8
648,mnist_00721,721,train,model_training,6
649,mnist_00722,722,train,model_training,5
650,mnist_00723,723,train,model_training,7
651,mnist_00724,724,train,model_training,7
652,mnist_00725,725,train,model_training,8
653,mnist_00726,726,train,model_training,8
654,mnist_00727,727,train,model_training,9
655,mnist_00728,728,train,model_training,7
656,mnist_00729,729,train,model_training,4
657,mnist_00730,730,train,model_training,7
658,mnist_00731,731,train,model_training,3
659,mnist_00732,732,train,model_training,2
660,mnist_00733,733,train,model_training,0
661,mnist_00734,734,train,model_training,8
662,mnist_00735,735,train,model_training,6
663,mnist_00736,736,train,model_training,8
664,mnist_00737,737,train,model_training,6
665,mnist_00738,738,train,model_training,1
666,mnist_00739,739,train,model_training,6
667,mnist_00740,740,train,model_training,8
668,mnist_00741,741,train,model_training,9
669,mnist_00742,742,train,model_training,4
670,mnist_00743,743,train,model_training,0
671,mnist_00744,744,train,model_training,9
672,mnist_00745,745,train,model_training,0
673,mnist_00746,746,train,model_training,4
674,mnist_00747,747,train,model_training,1
675,mnist_00748,748,train,model_training,5
676,mnist_00749,749,train,model_training,4
677,mnist_00750,750,train,model_training,7
678,mnist_00751,751,train,model_training,5
679,mnist_00752,752,train,model_training,3
680,mnist_00753,753,train,model_training,7
681,mnist_00754,754,train,model_training,4
682,mnist_00755,755,train,model_training,9
683,mnist_00756,756,train,model_training,8
684,mnist_00757,757,train,model_training,5
685,mnist_00758,758,train,model_training,8
686,mnist_00759,759,train,model_training,6
687,mnist_00760,760,train,model_training,3
688,mnist_00761,761,train,model_training,8
689,mnist_00762,762,train,model_training,6
690,mnist_00763,763,train,model_training,9
691,mnist_00764,764,train,model_training,9
692,mnist_00765,765,train,model_training,1
693,mnist_00766,766,train,model_training,8
694,mnist_00767,767,train,model_training,3
695,mnist_00768,768,train,model_training,5
696,mnist_00769,769,train,model_training,8
697,mnist_00770,770,train,model_training,6
698,mnist_00771,771,train,model_training,5
699,mnist_00772,772,train,model_training,9
700,mnist_00773,773,train,model_training,7
701,mnist_00774,774,train,model_training,2
702,mnist_00775,775,train,model_training,5
703,mnist_00776,776,train,model_training,0
704,mnist_00777,777,train,model_training,8
705,mnist_00778,778,train,model_training,5
706,mnist_00779,779,train,model_training,1
707,mnist_00780,780,train,model_training,1
708,mnist_00781,781,train,model_training,0
709,mnist_00782,782,train,model_training,9
710,mnist_00783,783,train,model_training,1
711,mnist_00784,784,train,model_training,8
712,mnist_00785,785,train,model_training,6
713,mnist_00786,786,train,model_training,7
714,mnist_00787,787,train,model_training,0
715,mnist_00788,788,train,model_training,9
716,mnist_00789,789,train,model_training,3
717,mnist_00790,790,train,model_training,0
718,mnist_00791,791,train,model_training,8
719,mnist_00792,792,train,model_training,8
720,mnist_00793,793,train,model_training,9
721,mnist_00794,794,train,model_training,6
722,mnist_00795,795,train,model_training,7
723,mnist_00797,797,train,model_training,4
724,mnist_00798,798,train,model_training,7
725,mnist_00799,799,train,model_training,5
726,mnist_00800,800,train,model_training,9
727,mnist_00801,801,train,model_training,2
728,mnist_00802,802,train,model_training,6
729,mnist_00803,803,train,model_training,7
730,mnist_00804,804,train,model_training,4
731,mnist_00805,805,train,model_training,5
732,mnist_00806,806,train,model_training,9
733,mnist_00807,807,train,model_training,2
