phase,row_id,key_repeat,execution_status,failure_reason,plaintext_score,eva_plaintext_score,native_ckks_score,threshold,decision_margin,error_budget,absolute_error,normalized_budget_usage,certifiable,plaintext_decision,native_ckks_decision,decision_flip,error_violation,keygen_ms,encrypt_ms,execute_ms,decrypt_ms,total_sample_ms
locked_audit_scale_30,25,2,OK,,0.335080207201,0.3350802072008215,0.3346406056969492,0.5,0.164919792799,0.0824598963995,0.0004396015040508128,0.005331094547112217,true,false,false,false,false,26.045417,28.875103,22.740911,0.733606,52.402077
locked_audit_scale_30,26,2,OK,,0.643919131784,0.6439191317839463,0.64342193544881,0.5,0.14391913178399995,0.07195956589199998,0.0004971963351899644,0.006909384861161866,true,true,true,false,false,26.045417,29.020616,22.869563,0.736651,52.678827
locked_audit_scale_30,0,3,OK,,0.372731897182,0.3727318971818641,0.3750237886093831,0.5,0.127268102818,0.063634051409,0.0022918914273831192,0.03601674538451544,true,false,false,false,false,24.000493,29.274321,22.99104,0.744166,53.081141
locked_audit_scale_30,3,3,OK,,0.417581541703,0.41758154170313116,0.4196041071401128,0.5,0.08241845829700001,0.041209229148500004,0.002022565437112822,0.04908039967999359,true,false,false,false,false,24.000493,29.04992,22.806204,0.731131,52.645044
locked_audit_scale_30,5,3,OK,,0.629785886387,0.6297858863875143,0.63190797289301,0.5,0.12978588638699995,0.06489294319349997,0.00212208650601009,0.03270134473146611,true,true,true,false,false,24.000493,29.015997,22.878329,0.72034,52.67017
locked_audit_scale_30,6,3,OK,,0.621733672687,0.621733672687174,0.6239118474761418,0.5,0.12173367268699997,0.060866836343499986,0.00217817478914184,0.0357859044430925,true,true,true,false,false,24.000493,29.036776,22.916049,0.737353,52.747055
locked_audit_scale_30,8,3,OK,,0.629438854140,0.6294388541403623,0.6311865589077941,0.5,0.12943885414,0.06471942707,0.0017477047677940671,0.027004330027578335,true,true,true,false,false,24.000493,29.158134,22.968177,0.740128,52.927303
locked_audit_scale_30,9,3,OK,,0.399716912828,0.39971691282815713,0.40173948472910753,0.5,0.10028308717200002,0.05014154358600001,0.0020225719011075505,0.04033724844626187,true,false,false,false,false,24.000493,29.046304,22.705876,0.731231,52.54182
locked_audit_scale_30,10,3,OK,,0.640342164990,0.6403421649901747,0.6428516848229838,0.5,0.14034216498999996,0.07017108249499998,0.002509519832983864,0.03576287758084221,true,true,true,false,false,24.000493,29.00644,22.758725,0.73636,52.555295
locked_audit_scale_30,11,3,OK,,0.565146843018,0.565146843017817,0.5669398789643747,0.5,0.065146843018,0.032573421509,0.0017930359463746992,0.05504598114997791,true,true,true,false,false,24.000493,28.871877,22.852089,0.736571,52.51523
locked_audit_scale_30,14,3,OK,,0.645080005659,0.6450800056593898,0.6467803829914849,0.5,0.14508000565900003,0.07254000282950002,0.0017003773324848481,0.023440546817753247,true,true,true,false,false,24.000493,29.03371,22.738276,0.732704,52.561457
locked_audit_scale_30,15,3,OK,,0.654038616520,0.6540386165197407,0.6554411550149957,0.5,0.15403861651999995,0.07701930825999997,0.0014025384949957198,0.018210219316188395,true,true,true,false,false,24.000493,29.437197,22.867348,0.727294,53.088856
locked_audit_scale_30,17,3,OK,,0.375133521761,0.375133521761031,0.377322423039968,0.5,0.12486647823899999,0.062433239119499995,0.0021889012789679807,0.03505987050869372,true,false,false,false,false,24.000493,29.117899,22.728578,0.734998,52.638411
locked_audit_scale_30,19,3,OK,,0.381214331404,0.3812143314035414,0.3830096936922711,0.5,0.11878566859599998,0.05939283429799999,0.0017953622882710962,0.030228600966624584,true,false,false,false,false,24.000493,28.969931,22.757552,0.722775,52.504049
locked_audit_scale_30,20,3,OK,,0.380991310600,0.3809913106000152,0.38283098458219145,0.5,0.11900868939999998,0.05950434469999999,0.0018396739821914254,0.030916632919266916,true,false,false,false,false,24.000493,28.902414,22.725352,0.737603,52.447794
locked_audit_scale_30,21,3,OK,,0.363584009654,0.3635840096535568,0.3655591004632119,0.5,0.136415990346,0.068207995173,0.001975090809211877,0.02895688114278006,true,false,false,false,false,24.000493,29.139168,22.833775,0.737924,52.767683
locked_audit_scale_30,25,3,OK,,0.335080207201,0.3350802072008215,0.33697232728403625,0.5,0.164919792799,0.0824598963995,0.0018921200830362417,0.022945943005668327,true,false,false,false,false,24.000493,29.050011,22.877517,0.720401,52.704014
locked_audit_scale_30,26,3,OK,,0.643919131784,0.6439191317839463,0.6454747344828133,0.5,0.14391913178399995,0.07195956589199998,0.0015556026988133853,0.02161773323018792,true,true,true,false,false,24.000493,28.892836,22.813637,0.736782,52.497978
